,cycle,max_distemp,max_chtemp,capacity,dis_time,chr_time,Discharge_voltage,Discharge_current,Discharge_min_Threshold_voltage_time,Charging_max_Threshold_voltage_time,Discharge_min_Threshold_voltage_temp,Charging_max_Threshold_voltage_temp,SOH,RUL
0,1,12.376815880696887,8.793624097800858,1.6743047446975208,6436.141,10803.313,2.5,1,6179.11,1659.109,12.348017896228109,4.358202275987088,1.0,72
1,2,11.314903320182367,10.145593777919801,1.5243662105099023,5650.265,10802.077999999994,2.5,1,5609.5,1862.14,10.866421410353654,4.161258444205254,0.9104472858585213,71
2,3,11.624528187721145,9.371285850326036,1.5080762969973425,5590.907,10807.688,2.5,1,5550.11,1578.969,10.557207802898693,3.948084866830133,0.9007179259172385,70
3,4,11.0929238810592,9.599392228576077,1.4835577960067696,5543.61,10805.687,2.5,1,5475.61,1375.015,10.542689777952056,4.02152139767389,0.8860739364832826,69
4,5,11.020979145558455,9.977435052651424,1.4671391666146525,5499.046,10804.078,2.5,1,5417.062,1283.563,10.927242150877307,3.6145400626700046,0.8762676993307483,68
5,6,11.05909419348262,8.878068239463989,1.448858156982267,5461.219,10804.969,2.5,1,5351.61,1366.063,10.527254504222322,4.009093170087366,0.8653491316743638,67
6,7,11.877028657628198,8.54999351511764,1.4458534180949325,5451.281,10808.375,2.5,1,5341.468,1684.687,10.920346897268653,4.24012344593987,0.8635545128053375,66
7,8,11.559250858608888,9.9149863999085,1.431118266178283,5468.062,10804.25,2.5,1,5302.75,1458.781,11.487869274167961,4.264232009410829,0.8547537541839961,65
8,9,11.34743713793976,8.87729954678877,1.4192745516578533,5411.297,10802.406000000003,2.5,1,5232.047,1367.953,10.399789548975312,4.270129346416238,0.8476799436617848,64
9,10,11.693269060729056,9.792328297818012,1.3999974221808271,5369.703,10803.203,2.5,1,5176.484,1293.297,11.593401103458845,4.270334796625638,0.8361664306420813,63
10,11,11.557441727679935,8.793395853031353,1.3885156686114437,5327.406,10806.079,2.5,1,5119.797,1010.25,10.487923558575321,4.2198817067608,0.8293088059439815,62
11,12,11.667407771157471,8.489081034047558,1.3652234669528964,5299.266,10803.641,2.5,1,5077.36,1278.141,11.599226359193981,4.036723977902577,0.8153972395267488,61
12,13,11.311016339650983,8.875067965433193,1.4060442272970963,5367.172,10805.125,2.5,1,5214.11,966.078,11.176937407944187,4.214653464091245,0.8397779626140351,60
13,14,11.175603921563273,9.0113162300133,1.4057541613525781,5406.812,10806.202999999994,2.5,1,5197.765,918.359,10.907808546328251,4.308927722820515,0.8396047170054106,59
14,15,11.15023736338702,9.117837502841068,1.3867662881727878,5353.094,10807.016,2.5,1,5129.454,881.672,11.040922571934061,4.1749775663201065,0.8282639660220997,58
15,16,11.81131136026599,9.008870688771184,1.3705053061420223,5280.031,10803.453,2.5,1,5070.062,911.609,10.458734942987633,4.278450437353351,0.8185518857796805,57
16,17,11.699803023226297,8.775487596967912,1.3497431114823601,5248.593,10807.812,2.5,1,4996.265,967.875,10.683216865634074,4.111647670733155,0.8061513985174809,56
17,18,11.234017863419322,8.527927995096366,1.3251533367939783,5203.375,10805.016,2.5,1,4936.141,747.656,11.166608164039188,3.948708524607122,0.7914648399526455,55
18,19,11.729632241368254,9.25658691248093,1.3111943869635805,5166.812,10805.781000000003,2.5,1,4884.031,970.078,11.616294096806245,4.0929721509161245,0.7831276779905801,54
20,21,12.186162994585318,8.682117686665979,1.3394234405932892,5340.281,10808.813,2.5,1,4972.625,373.329,11.147977908641684,3.8343728260193375,0.7999878426165894,52
21,22,11.147409475641334,8.807432989820063,1.2849157142560723,5103.0,10804.828,2.5,1,4791.219,899.266,11.090239590661573,3.8717700782404463,0.7674324034052742,51
